"Gene","Concentration","Database","Category","CellType","Dataset","Source_ID","Gene_Dataset"
"TRIP6",67982043.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRIP6_PXD004352"
"TRIT1",76935350,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRIT1_PXD004352"
"TRMT1",378714000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT1_PXD004352"
"TRMT1",26.46325432,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT1_PXD040957"
"TRMT10A",9397922.8125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT10A_PXD004352"
"TRMT10C",1768882187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT10C_PXD004352"
"TRMT10C",57068,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRMT10C_PXD025174"
"TRMT10C",28.4719858,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT10C_PXD040957"
"TRMT11",106374646.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT11_PXD004352"
"TRMT11",14482,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRMT11_PXD025174"
"TRMT11",25.63107016,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT11_PXD040957"
"TRMT112",1401407156.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT112_PXD004352"
"TRMT112",28.8503626525,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT112_PXD040957"
"TRMT13",70739700,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT13_PXD004352"
"TRMT13",24.168061865,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT13_PXD040957"
"TRMT1L",533460312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT1L_PXD004352"
"TRMT1L",6878,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRMT1L_PXD025174"
"TRMT1L",27.08306058,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT1L_PXD040957"
"TRMT2A",464796062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT2A_PXD004352"
"TRMT2A",7203,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRMT2A_PXD025174"
"TRMT2A",26.115210925,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT2A_PXD040957"
"TRMT2B",14018196.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT2B_PXD004352"
"TRMT44",1657700,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT44_PXD004352"
"TRMT5",191858656.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT5_PXD004352"
"TRMT5",24.5960601275,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT5_PXD040957"
"TRMT6",750901843.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT6_PXD004352"
"TRMT6",10821,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRMT6_PXD025174"
"TRMT6",28.1689666825,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT6_PXD040957"
"TRMT61A",324173375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT61A_PXD004352"
"TRMT61A",26.45161917,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRMT61A_PXD040957"
"TRMT61B",29228118.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMT61B_PXD004352"
"TRMU",9973375.9375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRMU_PXD004352"
"TRNAU1AP",30058662.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRNAU1AP_PXD004352"
"TRNAU1AP",7045,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRNAU1AP_PXD025174"
"TRNAU1AP",23.8167681566667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRNAU1AP_PXD040957"
"TRNT1",1223029781.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRNT1_PXD004352"
"TRNT1",71349,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRNT1_PXD025174"
"TRNT1",28.8919815625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRNT1_PXD040957"
"TROPH",598,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TROPH_PXD025174"
"TROVE2",3662528750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TROVE2_PXD004352"
"TROVE2",138216,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TROVE2_PXD025174"
"TROVE2",29.8054286875,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TROVE2_PXD040957"
"TRPC6",3013296.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRPC6_PXD004352"
"TRPM2",8133820.3125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRPM2_PXD004352"
"TRPM4",694437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRPM4_PXD004352"
"TRPM7",22216264.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRPM7_PXD004352"
"TRPT1",112664031.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRPT1_PXD004352"
"TRPT1",15998,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRPT1_PXD025174"
"TRPT1",24.3855723825,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRPT1_PXD040957"
"TRPV2",1090386437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRPV2_PXD004352"
"TRPV2",394614,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRPV2_PXD025174"
"TRPV2",27.1382745675,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRPV2_PXD040957"
"TRRAP",2138503437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRRAP_PXD004352"
"TRRAP",7579,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TRRAP_PXD025174"
"TRRAP",29.3607953725,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRRAP_PXD040957"
"TRUB1",200040521.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRUB1_PXD004352"
"TRUB1",26.0425804875,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TRUB1_PXD040957"
"TRUB2",33724612.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TRUB2_PXD004352"
"TSC1",23698828.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSC1_PXD004352"
"TSC2",121034843.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSC2_PXD004352"
"TSC2",24.605737775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSC2_PXD040957"
"TSC22D1",7609521.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSC22D1_PXD004352"
"TSC22D2",6775930,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSC22D2_PXD004352"
"TSC22D2",22.2553943766667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSC22D2_PXD040957"
"TSC22D3",111885828.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSC22D3_PXD004352"
"TSC22D3",23.56018952,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSC22D3_PXD040957"
"TSC22D4",1186666500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSC22D4_PXD004352"
"TSC22D4",86031,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSC22D4_PXD025174"
"TSC22D4",28.4238609,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSC22D4_PXD040957"
"TSEN15",39919812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSEN15_PXD004352"
"TSEN2",64849025,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSEN2_PXD004352"
"TSEN2",24.4295821075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSEN2_PXD040957"
"TSEN34",72147812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSEN34_PXD004352"
"TSEN34",25.22230329,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSEN34_PXD040957"
"TSEN54",85548406.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSEN54_PXD004352"
"TSFM",998820937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSFM_PXD004352"
"TSFM",121986,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSFM_PXD025174"
"TSFM",28.1797805325,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSFM_PXD040957"
"TSG101",602947250,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSG101_PXD004352"
"TSG101",142784,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSG101_PXD025174"
"TSG101",26.9688372625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSG101_PXD040957"
"TSKU",621343.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSKU_PXD004352"
"TSN",2226357031.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSN_PXD004352"
"TSN",514016,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSN_PXD025174"
"TSN",30.278622975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSN_PXD040957"
"TSNAX",29.7305704975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSNAX_PXD040957"
"TSPAN13",7787187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN13_PXD004352"
"TSPAN14",193184537.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN14_PXD004352"
"TSPAN14",47251,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSPAN14_PXD025174"
"TSPAN14",25.4287112425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSPAN14_PXD040957"
"TSPAN15",4707631.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN15_PXD004352"
"TSPAN15",14100,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSPAN15_PXD025174"
"TSPAN18",1129028.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN18_PXD004352"
"TSPAN2",1113344.0625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN2_PXD004352"
"TSPAN31",769373.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN31_PXD004352"
"TSPAN33",1081937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN33_PXD004352"
"TSPAN9",81593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPAN9_PXD004352"
"TSPO",1705936250,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPO_PXD004352"
"TSPO",29.76675946,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSPO_PXD040957"
"TSPYL1",31834587.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPYL1_PXD004352"
"TSPYL1",2592,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSPYL1_PXD025174"
"TSPYL1",22.1697503475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSPYL1_PXD040957"
"TSPYL2",3927593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPYL2_PXD004352"
"TSPYL2",22.63973373,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSPYL2_PXD040957"
"TSPYL5",3213456.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSPYL5_PXD004352"
"TSR1",989518437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSR1_PXD004352"
"TSR1",31310,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSR1_PXD025174"
"TSR1",26.6728703075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSR1_PXD040957"
"TSR2",135787031.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSR2_PXD004352"
"TSR2",25.7314959225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSR2_PXD040957"
"TSR3",32693950,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSR3_PXD004352"
"TSSC1",453409156.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSSC1_PXD004352"
"TSSC1",36740,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSSC1_PXD025174"
"TSSC1",27.14925476,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSSC1_PXD040957"
"TSSC4",151187609.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSSC4_PXD004352"
"TSSC4",29127,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSSC4_PXD025174"
"TSSC4",25.411364385,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSSC4_PXD040957"
"TST",148899409.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TST_PXD004352"
"TST",49209,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TST_PXD025174"
"TSTA3",1689674875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSTA3_PXD004352"
"TSTA3",249242,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSTA3_PXD025174"
"TSTA3",28.6739702425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSTA3_PXD040957"
"TSTD1",736799000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TSTD1_PXD004352"
"TSTD1",246212,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TSTD1_PXD025174"
"TSTD1",29.0363000975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TSTD1_PXD040957"
"TTC1",844260125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC1_PXD004352"
"TTC1",193602,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TTC1_PXD025174"
"TTC1",27.3305462975,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC1_PXD040957"
"TTC13",19698153.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC13_PXD004352"
"TTC14",6082800,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC14_PXD004352"
"TTC14",22.27229245,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC14_PXD040957"
"TTC17",22790093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC17_PXD004352"
"TTC17",22.947248265,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC17_PXD040957"
"TTC19",1052172218.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC19_PXD004352"
"TTC19",23.11311337,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC19_PXD040957"
"TTC27",342085125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC27_PXD004352"
"TTC27",25.773733835,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC27_PXD040957"
"TTC28",50020781.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC28_PXD004352"
"TTC31",161535.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC31_PXD004352"
"TTC32",531003.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC32_PXD004352"
"TTC33",87945853.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC33_PXD004352"
"TTC33",23.55211953,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC33_PXD040957"
"TTC37",1255235781.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC37_PXD004352"
"TTC37",21676,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","TTC37_PXD025174"
"TTC37",28.9053807475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC37_PXD040957"
"TTC38",704836781.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC38_PXD004352"
"TTC38",24.2116169925,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC38_PXD040957"
"TTC39A",6779862.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC39A_PXD004352"
"TTC39B",14888137.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC39B_PXD004352"
"TTC39B",22.2291615125,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","TTC39B_PXD040957"
"TTC39C",329626843.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","TTC39C_PXD004352"
