"Gene","Database","Category","CellType","Concentration","Dataset"
"RALBP1","ProteomeXchange","CellType","CD8",91995962.5,"PXD004352,PXD025174,PXD040957"
"RALGAPA1","ProteomeXchange","CellType","CD8",120214118.75,"PXD004352"
"RALGAPA2","ProteomeXchange","CellType","CD8",85099928.125,"PXD004352,PXD025174,PXD040957"
"RALGAPB","ProteomeXchange","CellType","CD8",342963537.5,"PXD004352,PXD025174,PXD040957"
"RALGPS2","ProteomeXchange","CellType","CD8",36507712.5,"PXD004352"
"RALY","ProteomeXchange","CellType","CD8",6364534375,"PXD004352,PXD025174,PXD040957"
"RAN","ProteomeXchange","CellType","CD8",22046500000,"PXD004352,PXD025174,PXD040957"
"RANBP1","ProteomeXchange","CellType","CD8",103550500,"PXD004352,PXD025174,PXD040957"
"RANBP10","ProteomeXchange","CellType","CD8",97026687.5,"PXD004352,PXD040957"
"RANBP2","ProteomeXchange","CellType","CD8",9179409062.5,"PXD004352,PXD025174,PXD040957"
"RANBP3","ProteomeXchange","CellType","CD8",50998843.75,"PXD004352,PXD040957"
"RANBP6","ProteomeXchange","CellType","CD8",64545253.125,"PXD004352,PXD040957"
"RANBP9","ProteomeXchange","CellType","CD8",350475906.25,"PXD004352,PXD025174,PXD040957"
"RANGAP1","ProteomeXchange","CellType","CD8",6003514687.5,"PXD004352,PXD025174,PXD040957"
"RANGRF","ProteomeXchange","CellType","CD8",134148046.875,"PXD004352,PXD040957"
"RAP1A","ProteomeXchange","CellType","CD8",1049748437.5,"PXD004352,PXD025174,PXD040957"
"RAP1B","ProteomeXchange","CellType","CD8",12301734375,"PXD004352,PXD025174,PXD040957"
"RAP1GAP2","ProteomeXchange","CellType","CD8",656356184.6875,"PXD004352"
"RAP1GDS1","ProteomeXchange","CellType","CD8",2519718437.5,"PXD004352,PXD025174,PXD040957"
"RAP2A","ProteomeXchange","CellType","CD8",40424962.5,"PXD004352,PXD025174"
"RAP2B","ProteomeXchange","CellType","CD8",1092790281.25,"PXD004352,PXD040957"
"RAP2C","ProteomeXchange","CellType","CD8",604901843.75,"PXD004352,PXD040957"
"RAPGEF1","ProteomeXchange","CellType","CD8",198990250,"PXD004352,PXD025174"
"RAPGEF2","ProteomeXchange","CellType","CD8",19458315.625,"PXD004352"
"RAPGEF6","ProteomeXchange","CellType","CD8",476548031.25,"PXD004352,PXD025174"
"RAPH1","ProteomeXchange","CellType","CD8",8737568.75,"PXD004352"
"RARA","ProteomeXchange","CellType","CD8",577513875,"PXD004352"
"RARRES2","ProteomeXchange","CellType","CD8",6268381.25,"PXD004352"
"RARS","ProteomeXchange","CellType","CD8",6705531562.5,"PXD004352,PXD025174,PXD040957"
"RARS2","ProteomeXchange","CellType","CD8",125727478.125,"PXD004352,PXD040957"
"RASA1","ProteomeXchange","CellType","CD8",463693343.75,"PXD004352,PXD025174,PXD040957"
"RASA2","ProteomeXchange","CellType","CD8",1168742218.75,"PXD004352,PXD025174,PXD040957"
"RASA3","ProteomeXchange","CellType","CD8",1143776906.25,"PXD004352,PXD025174,PXD040957"
"RASAL1","ProteomeXchange","CellType","CD8",8632875,"PXD004352"
"RASAL3","ProteomeXchange","CellType","CD8",8381121875,"PXD004352,PXD040957"
"RASGRF2","ProteomeXchange","CellType","CD8",38336262.5,"PXD004352,PXD040957"
"RASGRP1","ProteomeXchange","CellType","CD8",24.568201345,"PXD040957"
"RASGRP2","ProteomeXchange","CellType","CD8",1425915968.75,"PXD004352,PXD025174,PXD040957"
"RASGRP3","ProteomeXchange","CellType","CD8",16693168.75,"PXD004352"
"RASGRP4","ProteomeXchange","CellType","CD8",77974446.875,"PXD004352"
"RASSF1","ProteomeXchange","CellType","CD8",265234500,"PXD004352,PXD040957"
"RASSF2","ProteomeXchange","CellType","CD8",1117776718.75,"PXD004352,PXD025174,PXD040957"
"RASSF3","ProteomeXchange","CellType","CD8",35380243.4375,"PXD004352"
"RASSF4","ProteomeXchange","CellType","CD8",5914131.25,"PXD004352"
"RASSF5","ProteomeXchange","CellType","CD8",27.8271813075,"PXD040957"
"RAVER1","ProteomeXchange","CellType","CD8",2699822812.5,"PXD004352,PXD025174,PXD040957"
"RAVER2","ProteomeXchange","CellType","CD8",15562128.125,"PXD004352"
"RB1","ProteomeXchange","CellType","CD8",454200156.25,"PXD004352,PXD025174,PXD040957"
"RB1CC1","ProteomeXchange","CellType","CD8",54132581.25,"PXD004352"
"RBBP4","ProteomeXchange","CellType","CD8",9989628125,"PXD004352,PXD025174,PXD040957"
"RBBP5","ProteomeXchange","CellType","CD8",607394312.5,"PXD004352,PXD025174,PXD040957"
"RBBP6","ProteomeXchange","CellType","CD8",606497125,"PXD004352,PXD025174,PXD040957"
"RBBP7","ProteomeXchange","CellType","CD8",4269612500,"PXD004352,PXD025174,PXD040957"
"RBBP8","ProteomeXchange","CellType","CD8",14225596.875,"PXD004352"
"RBBP9","ProteomeXchange","CellType","CD8",326012187.5,"PXD004352,PXD025174,PXD040957"
"RBCK1","ProteomeXchange","CellType","CD8",376623843.75,"PXD004352,PXD025174,PXD040957"
"RBFA","ProteomeXchange","CellType","CD8",18167440.625,"PXD004352,PXD040957"
"RBKS","ProteomeXchange","CellType","CD8",131211484.375,"PXD004352,PXD040957"
"RBL1","ProteomeXchange","CellType","CD8",159050831.25,"PXD004352,PXD040957"
"RBL2","ProteomeXchange","CellType","CD8",272334878.125,"PXD004352,PXD040957"
"RBM10","ProteomeXchange","CellType","CD8",1338973125,"PXD004352,PXD040957"
"RBM12","ProteomeXchange","CellType","CD8",1794988750,"PXD004352,PXD040957"
"RBM12B","ProteomeXchange","CellType","CD8",741001125,"PXD004352,PXD025174,PXD040957"
"RBM14","ProteomeXchange","CellType","CD8",8983246875,"PXD004352,PXD025174,PXD040957"
"RBM15","ProteomeXchange","CellType","CD8",1516427187.5,"PXD004352,PXD025174,PXD040957"
"RBM15B","ProteomeXchange","CellType","CD8",174691093.75,"PXD004352,PXD025174,PXD040957"
"RBM17","ProteomeXchange","CellType","CD8",1910350312.5,"PXD004352,PXD025174,PXD040957"
"RBM18","ProteomeXchange","CellType","CD8",7008787.5,"PXD004352"
"RBM19","ProteomeXchange","CellType","CD8",560864690.625,"PXD004352,PXD025174,PXD040957"
"RBM22","ProteomeXchange","CellType","CD8",1174195218.75,"PXD004352,PXD025174,PXD040957"
"RBM23","ProteomeXchange","CellType","CD8",24685559.375,"PXD004352,PXD040957"
"RBM25","ProteomeXchange","CellType","CD8",3347476562.5,"PXD004352,PXD025174,PXD040957"
"RBM26","ProteomeXchange","CellType","CD8",890714687.5,"PXD004352,PXD025174,PXD040957"
"RBM27","ProteomeXchange","CellType","CD8",1216296843.75,"PXD004352,PXD040957"
"RBM28","ProteomeXchange","CellType","CD8",1208155312.5,"PXD004352,PXD025174,PXD040957"
"RBM3","ProteomeXchange","CellType","CD8",3845736250,"PXD004352,PXD025174,PXD040957"
"RBM33","ProteomeXchange","CellType","CD8",355336250,"PXD004352,PXD025174,PXD040957"
"RBM34","ProteomeXchange","CellType","CD8",700043156.25,"PXD004352,PXD025174,PXD040957"
"RBM39","ProteomeXchange","CellType","CD8",5014385000,"PXD004352,PXD040957"
"RBM4","ProteomeXchange","CellType","CD8",2087131250,"PXD004352,PXD025174,PXD040957"
"RBM42","ProteomeXchange","CellType","CD8",517082875,"PXD004352,PXD025174,PXD040957"
"RBM45","ProteomeXchange","CellType","CD8",196483062.5,"PXD004352,PXD040957"
"RBM47","ProteomeXchange","CellType","CD8",3234178.125,"PXD004352"
"RBM4B","ProteomeXchange","CellType","CD8",45776550,"PXD004352,PXD040957"
"RBM5","ProteomeXchange","CellType","CD8",448026781.25,"PXD004352,PXD025174,PXD040957"
"RBM6","ProteomeXchange","CellType","CD8",547185937.5,"PXD004352,PXD040957"
"RBM7","ProteomeXchange","CellType","CD8",244525593.75,"PXD004352,PXD025174,PXD040957"
"RBM8A","ProteomeXchange","CellType","CD8",2497986875,"PXD004352,PXD040957"
"RBMS1","ProteomeXchange","CellType","CD8",287416625,"PXD004352,PXD025174,PXD040957"
"RBMX","ProteomeXchange","CellType","CD8",11600053125,"PXD004352,PXD025174,PXD040957"
"RBMX2","ProteomeXchange","CellType","CD8",143773596.875,"PXD004352,PXD040957"
"RBMXL1","ProteomeXchange","CellType","CD8",499982812.5,"PXD004352,PXD040957"
"RBP4","ProteomeXchange","CellType","CD8",345892750,"PXD004352,PXD025174,PXD040957"
"RBP7","ProteomeXchange","CellType","CD8",1517968.75,"PXD004352"
"RBPJ","ProteomeXchange","CellType","CD8",854217812.5,"PXD004352,PXD040957"
"RBPMS2","ProteomeXchange","CellType","CD8",120693.75,"PXD004352"
"RBX1","ProteomeXchange","CellType","CD8",542509937.5,"PXD004352,PXD025174,PXD040957"
"RC3H2","ProteomeXchange","CellType","CD8",23778156.25,"PXD004352"
"RCAN1","ProteomeXchange","CellType","CD8",106753.125,"PXD004352"
"RCAN3","ProteomeXchange","CellType","CD8",72792493.75,"PXD004352,PXD040957"
"RCBTB2","ProteomeXchange","CellType","CD8",3432515.9375,"PXD004352"
"RCC1","ProteomeXchange","CellType","CD8",3946068437.5,"PXD004352,PXD025174,PXD040957"
"RCC2","ProteomeXchange","CellType","CD8",5457271875,"PXD004352,PXD025174,PXD040957"
"RCCD1","ProteomeXchange","CellType","CD8",73797609.375,"PXD004352,PXD040957"
"RCE1","ProteomeXchange","CellType","CD8",31848656.25,"PXD004352,PXD040957"
"RCHY1","ProteomeXchange","CellType","CD8",108874481.25,"PXD004352,PXD040957"
"RCL1","ProteomeXchange","CellType","CD8",872329937.5,"PXD004352,PXD025174,PXD040957"
"RCN1","ProteomeXchange","CellType","CD8",372038531.25,"PXD004352,PXD040957"
"RCN2","ProteomeXchange","CellType","CD8",299633000,"PXD004352,PXD025174,PXD040957"
"RCN3","ProteomeXchange","CellType","CD8",7582684.375,"PXD004352"
"RCOR1","ProteomeXchange","CellType","CD8",113172031.25,"PXD004352,PXD025174,PXD040957"
"RCOR3","ProteomeXchange","CellType","CD8",226351750,"PXD004352,PXD040957"
"RCSD1","ProteomeXchange","CellType","CD8",2136647187.5,"PXD004352,PXD025174,PXD040957"
"RDH10","ProteomeXchange","CellType","CD8",91227634.375,"PXD004352"
"RDH11","ProteomeXchange","CellType","CD8",1741810625,"PXD004352,PXD025174,PXD040957"
"RDH13","ProteomeXchange","CellType","CD8",459385221.875,"PXD004352,PXD025174,PXD040957"
"RDH14","ProteomeXchange","CellType","CD8",1225338687.5,"PXD004352,PXD040957"
"RDX","ProteomeXchange","CellType","CD8",467164500,"PXD004352,PXD025174"
"RECK","ProteomeXchange","CellType","CD8",18132768.75,"PXD004352,PXD040957"
"RECQL","ProteomeXchange","CellType","CD8",10489697187.5,"PXD004352,PXD025174,PXD040957"
"RECQL4","ProteomeXchange","CellType","CD8",22124709.375,"PXD004352"
"RECQL5","ProteomeXchange","CellType","CD8",64119853.125,"PXD004352,PXD040957"
"REEP3","ProteomeXchange","CellType","CD8",9745065.625,"PXD004352"
"REEP4","ProteomeXchange","CellType","CD8",227712768.75,"PXD004352,PXD025174"
"REEP5","ProteomeXchange","CellType","CD8",1718960312.5,"PXD004352,PXD025174,PXD040957"
"REEP6","ProteomeXchange","CellType","CD8",11732531.25,"PXD004352"
"REL","ProteomeXchange","CellType","CD8",465897625,"PXD004352,PXD025174,PXD040957"
"RELA","ProteomeXchange","CellType","CD8",1513937781.25,"PXD004352,PXD025174,PXD040957"
"RELB","ProteomeXchange","CellType","CD8",551667440.625,"PXD004352,PXD025174,PXD040957"
"RELL1","ProteomeXchange","CellType","CD8",15649059.375,"PXD004352,PXD025174,PXD040957"
"RELT","ProteomeXchange","CellType","CD8",2636193.75,"PXD004352"
"RENBP","ProteomeXchange","CellType","CD8",37252709.375,"PXD004352"
"REPIN1","ProteomeXchange","CellType","CD8",58803468.75,"PXD004352,PXD040957"
"REPS1","ProteomeXchange","CellType","CD8",538064437.5,"PXD004352,PXD025174,PXD040957"
"REPS2","ProteomeXchange","CellType","CD8",25368315,"PXD004352"
"RER1","ProteomeXchange","CellType","CD8",624578437.5,"PXD004352,PXD025174,PXD040957"
"RERE","ProteomeXchange","CellType","CD8",93848500,"PXD004352"
"REST","ProteomeXchange","CellType","CD8",5972556.25,"PXD004352"
"RET","ProteomeXchange","CellType","CD8",48793715.625,"PXD004352"
"RETN","ProteomeXchange","CellType","CD8",164570.625,"PXD004352"
"RETSAT","ProteomeXchange","CellType","CD8",146734609.375,"PXD004352,PXD025174"
"REXO1","ProteomeXchange","CellType","CD8",10762293.75,"PXD004352"
"REXO2","ProteomeXchange","CellType","CD8",381972812.5,"PXD004352,PXD025174,PXD040957"
"REXO4","ProteomeXchange","CellType","CD8",366644187.5,"PXD004352,PXD040957"
"RFC1","ProteomeXchange","CellType","CD8",1052296312.5,"PXD004352,PXD025174,PXD040957"
"RFC2","ProteomeXchange","CellType","CD8",2363884687.5,"PXD004352,PXD025174,PXD040957"
"RFC3","ProteomeXchange","CellType","CD8",1824258437.5,"PXD004352,PXD025174,PXD040957"
"RFC4","ProteomeXchange","CellType","CD8",1475220312.5,"PXD004352,PXD025174,PXD040957"
"RFC5","ProteomeXchange","CellType","CD8",1834511562.5,"PXD004352,PXD025174,PXD040957"
"RFFL","ProteomeXchange","CellType","CD8",28111671.875,"PXD004352"
"RFK","ProteomeXchange","CellType","CD8",134244531.25,"PXD004352,PXD025174"
"RFT1","ProteomeXchange","CellType","CD8",137936621.875,"PXD004352,PXD025174,PXD040957"
"RFTN1","ProteomeXchange","CellType","CD8",1407870000,"PXD004352,PXD025174,PXD040957"
"RFWD2","ProteomeXchange","CellType","CD8",7161212.5,"PXD004352"
"RFWD3","ProteomeXchange","CellType","CD8",4363204.6875,"PXD004352"
"RFX1","ProteomeXchange","CellType","CD8",426771187.5,"PXD004352,PXD025174,PXD040957"
"RFX5","ProteomeXchange","CellType","CD8",292444312.5,"PXD004352,PXD040957"
"RFX7","ProteomeXchange","CellType","CD8",29948643.75,"PXD004352,PXD040957"
"RFXANK","ProteomeXchange","CellType","CD8",60572253.125,"PXD004352,PXD025174"
"RFXAP","ProteomeXchange","CellType","CD8",66838937.5,"PXD004352,PXD040957"
"RGCC","ProteomeXchange","CellType","CD8",13088306.875,"PXD004352,PXD040957"
"RGL2","ProteomeXchange","CellType","CD8",29715065.625,"PXD004352"
"RGN","ProteomeXchange","CellType","CD8",3416056.25,"PXD004352"
"RGP1","ProteomeXchange","CellType","CD8",15073759.375,"PXD004352"
"RGPD3","ProteomeXchange","CellType","CD8",206948803.125,"PXD004352,PXD040957"
"RGPD8","ProteomeXchange","CellType","CD8",3751821.875,"PXD004352"
"RGS1","ProteomeXchange","CellType","CD8",23207168.75,"PXD004352"
"RGS10","ProteomeXchange","CellType","CD8",1624213093.75,"PXD004352,PXD025174,PXD040957"
"RGS14","ProteomeXchange","CellType","CD8",906101625,"PXD004352,PXD025174,PXD040957"
"RGS18","ProteomeXchange","CellType","CD8",2140999.6875,"PXD004352"
"RGS19","ProteomeXchange","CellType","CD8",234035587.5,"PXD004352,PXD025174,PXD040957"
"RGS3","ProteomeXchange","CellType","CD8",422365093.75,"PXD004352,PXD025174,PXD040957"
"RGS6","ProteomeXchange","CellType","CD8",454228.125,"PXD004352"
"RHBDD1","ProteomeXchange","CellType","CD8",17584478.125,"PXD004352"
"RHBDD2","ProteomeXchange","CellType","CD8",39658656.25,"PXD004352"
"RHBDD3","ProteomeXchange","CellType","CD8",18692906.25,"PXD004352"
"RHBDF2","ProteomeXchange","CellType","CD8",29244885.9375,"PXD004352,PXD040957"
"RHEB","ProteomeXchange","CellType","CD8",267792000,"PXD004352,PXD025174,PXD040957"
"RHOA","ProteomeXchange","CellType","CD8",10767843750,"PXD004352"
"RHOB","ProteomeXchange","CellType","CD8",14499890.625,"PXD004352"
"RHOC","ProteomeXchange","CellType","CD8",186353093.75,"PXD004352"
"RHOF","ProteomeXchange","CellType","CD8",667332468.75,"PXD004352,PXD025174,PXD040957"
"RHOG","ProteomeXchange","CellType","CD8",4276492812.5,"PXD004352,PXD040957"
"RHOH","ProteomeXchange","CellType","CD8",159708165.625,"PXD004352,PXD040957"
"RHOT1","ProteomeXchange","CellType","CD8",376018156.25,"PXD004352,PXD040957"
"RHOT2","ProteomeXchange","CellType","CD8",716478125,"PXD004352,PXD025174,PXD040957"
"RIC8A","ProteomeXchange","CellType","CD8",1188148875,"PXD004352,PXD025174,PXD040957"
"RIC8B","ProteomeXchange","CellType","CD8",23162625,"PXD004352"
"RICTOR","ProteomeXchange","CellType","CD8",191037250,"PXD004352,PXD025174,PXD040957"
"RIF1","ProteomeXchange","CellType","CD8",963480437.5,"PXD004352,PXD025174,PXD040957"
"RILP","ProteomeXchange","CellType","CD8",5627721.875,"PXD004352"
"RILPL1","ProteomeXchange","CellType","CD8",3500152.3125,"PXD004352"
"RILPL2","ProteomeXchange","CellType","CD8",106519143.75,"PXD004352"
"RIMS3","ProteomeXchange","CellType","CD8",2285887.5,"PXD004352"
"RIN1","ProteomeXchange","CellType","CD8",1235356.25,"PXD004352"
"RIN2","ProteomeXchange","CellType","CD8",40312500,"PXD004352"
"RIN3","ProteomeXchange","CellType","CD8",598689750,"PXD004352,PXD040957"
"RING1","ProteomeXchange","CellType","CD8",321068218.75,"PXD004352,PXD025174,PXD040957"
"RINL","ProteomeXchange","CellType","CD8",78356550,"PXD004352,PXD040957"
"RINT1","ProteomeXchange","CellType","CD8",254948375,"PXD004352,PXD025174,PXD040957"
"RIOK1","ProteomeXchange","CellType","CD8",218820515.625,"PXD004352,PXD040957"
"RIOK2","ProteomeXchange","CellType","CD8",79609831.25,"PXD004352,PXD025174"
"RIOK3","ProteomeXchange","CellType","CD8",38210300,"PXD004352"
"RIPK1","ProteomeXchange","CellType","CD8",812238375,"PXD004352,PXD025174,PXD040957"
"RIPK2","ProteomeXchange","CellType","CD8",36589884.375,"PXD004352"
"RIPK3","ProteomeXchange","CellType","CD8",188921375,"PXD004352,PXD025174,PXD040957"
"RIT1","ProteomeXchange","CellType","CD8",29366006.25,"PXD004352,PXD040957"
"RLF","ProteomeXchange","CellType","CD8",373897300,"PXD004352,PXD040957"
"RLIM","ProteomeXchange","CellType","CD8",3564640.625,"PXD004352"
"RLTPR","ProteomeXchange","CellType","CD8",1501543937.5,"PXD004352,PXD025174,PXD040957"
"RMDN1","ProteomeXchange","CellType","CD8",782633718.75,"PXD004352,PXD025174,PXD040957"
"RMDN2","ProteomeXchange","CellType","CD8",212605162.5,"PXD004352"
"RMDN3","ProteomeXchange","CellType","CD8",685571500,"PXD004352,PXD040957"
"RMI1","ProteomeXchange","CellType","CD8",19438991.25,"PXD004352"
"RMI2","ProteomeXchange","CellType","CD8",49015809.375,"PXD004352,PXD025174"
"RMND1","ProteomeXchange","CellType","CD8",131899468.75,"PXD004352,PXD040957"
"RMND5A","ProteomeXchange","CellType","CD8",157317531.25,"PXD004352,PXD025174,PXD040957"
"RNASE2","ProteomeXchange","CellType","CD8",25262431.25,"PXD004352"
"RNASE3","ProteomeXchange","CellType","CD8",227151875,"PXD004352"
"RNASE4","ProteomeXchange","CellType","CD8",2022565.625,"PXD004352"
"RNASE6","ProteomeXchange","CellType","CD8",6265628.125,"PXD004352"
"RNASEH1","ProteomeXchange","CellType","CD8",286203154.6875,"PXD004352,PXD040957"
"RNASEH2A","ProteomeXchange","CellType","CD8",793800375,"PXD004352,PXD040957"
"RNASEH2B","ProteomeXchange","CellType","CD8",356058343.75,"PXD004352,PXD025174,PXD040957"
"RNASEH2C","ProteomeXchange","CellType","CD8",621646687.5,"PXD004352,PXD040957"
"RNASEL","ProteomeXchange","CellType","CD8",91651793.75,"PXD004352,PXD025174"
"RNASET2","ProteomeXchange","CellType","CD8",1028010593.75,"PXD004352,PXD025174,PXD040957"
"RNF10","ProteomeXchange","CellType","CD8",18749471.875,"PXD004352"
"RNF11","ProteomeXchange","CellType","CD8",7045662.5,"PXD004352"
"RNF113A","ProteomeXchange","CellType","CD8",288401125,"PXD004352,PXD040957"
"RNF114","ProteomeXchange","CellType","CD8",350543531.25,"PXD004352,PXD040957"
"RNF115","ProteomeXchange","CellType","CD8",9246771.875,"PXD004352"
"RNF123","ProteomeXchange","CellType","CD8",53286468.75,"PXD004352,PXD040957"
"RNF126","ProteomeXchange","CellType","CD8",361715281.25,"PXD004352,PXD025174,PXD040957"
"RNF13","ProteomeXchange","CellType","CD8",59950528.125,"PXD004352,PXD025174"
"RNF130","ProteomeXchange","CellType","CD8",8548174.0625,"PXD004352"
"RNF135","ProteomeXchange","CellType","CD8",2326965.625,"PXD004352"
"RNF138","ProteomeXchange","CellType","CD8",51312937.5,"PXD004352"
"RNF14","ProteomeXchange","CellType","CD8",76971531.25,"PXD004352,PXD040957"
"RNF141","ProteomeXchange","CellType","CD8",47686243.75,"PXD004352"
"RNF146","ProteomeXchange","CellType","CD8",216786696.875,"PXD004352"
"RNF149","ProteomeXchange","CellType","CD8",50800928.125,"PXD004352"
"RNF166","ProteomeXchange","CellType","CD8",11883987.5,"PXD004352"
"RNF167","ProteomeXchange","CellType","CD8",15424053.75,"PXD004352"
"RNF168","ProteomeXchange","CellType","CD8",51718937.5,"PXD004352"
"RNF169","ProteomeXchange","CellType","CD8",96596450,"PXD004352,PXD040957"
"RNF17","ProteomeXchange","CellType","CD8",23.4079714533333,"PXD040957"
"RNF170","ProteomeXchange","CellType","CD8",44533875,"PXD004352,PXD040957"
"RNF181","ProteomeXchange","CellType","CD8",222347915.625,"PXD004352,PXD040957"
"RNF185","ProteomeXchange","CellType","CD8",3585591.25,"PXD004352"
"RNF187","ProteomeXchange","CellType","CD8",415753.125,"PXD004352"
"RNF19B","ProteomeXchange","CellType","CD8",65237812.5,"PXD004352"
"RNF2","ProteomeXchange","CellType","CD8",457214656.25,"PXD004352,PXD040957"
"RNF20","ProteomeXchange","CellType","CD8",884623437.5,"PXD004352,PXD025174,PXD040957"
"RNF213","ProteomeXchange","CellType","CD8",24380337500,"PXD004352,PXD025174,PXD040957"
"RNF214","ProteomeXchange","CellType","CD8",183894093.75,"PXD004352,PXD040957"
"RNF219","ProteomeXchange","CellType","CD8",137859796.875,"PXD004352,PXD040957"
"RNF220","ProteomeXchange","CellType","CD8",55286125,"PXD004352,PXD040957"
"RNF25","ProteomeXchange","CellType","CD8",94304781.25,"PXD004352"
"RNF31","ProteomeXchange","CellType","CD8",721305250,"PXD004352,PXD025174,PXD040957"
"RNF34","ProteomeXchange","CellType","CD8",18885290.625,"PXD004352"
"RNF40","ProteomeXchange","CellType","CD8",1254418750,"PXD004352,PXD025174,PXD040957"
"RNF41","ProteomeXchange","CellType","CD8",3703751.875,"PXD004352"
"RNF5","ProteomeXchange","CellType","CD8",31051931.25,"PXD004352,PXD040957"
"RNF6","ProteomeXchange","CellType","CD8",56585237.5,"PXD004352"
"RNF7","ProteomeXchange","CellType","CD8",78260437.5,"PXD004352,PXD040957"
"RNFT1","ProteomeXchange","CellType","CD8",102041843.75,"PXD004352"
"RNGTT","ProteomeXchange","CellType","CD8",431705968.75,"PXD004352,PXD025174,PXD040957"
"RNH1","ProteomeXchange","CellType","CD8",9455031250,"PXD004352,PXD025174,PXD040957"
"RNMT","ProteomeXchange","CellType","CD8",1034541375,"PXD004352,PXD025174,PXD040957"
"RNMTL1","ProteomeXchange","CellType","CD8",370407343.75,"PXD004352,PXD040957"
"RNPC3","ProteomeXchange","CellType","CD8",112209168.75,"PXD004352,PXD040957"
"RNPEP","ProteomeXchange","CellType","CD8",2332069812.5,"PXD004352,PXD025174,PXD040957"
"RNPEPL1","ProteomeXchange","CellType","CD8",5803612.5,"PXD004352"
"RNPS1","ProteomeXchange","CellType","CD8",1881205312.5,"PXD004352,PXD040957"
"ROCK1","ProteomeXchange","CellType","CD8",2244495000,"PXD004352,PXD025174,PXD040957"
"ROCK2","ProteomeXchange","CellType","CD8",482483218.75,"PXD004352,PXD025174,PXD040957"
"ROGDI","ProteomeXchange","CellType","CD8",12514233.125,"PXD004352"
"ROMO1","ProteomeXchange","CellType","CD8",249208968.75,"PXD004352,PXD025174,PXD040957"
"RORA","ProteomeXchange","CellType","CD8",12769937.5,"PXD004352"
"RORC","ProteomeXchange","CellType","CD8",6353646.875,"PXD004352"
"RP2","ProteomeXchange","CellType","CD8",348543406.25,"PXD004352,PXD025174,PXD040957"
"RP9","ProteomeXchange","CellType","CD8",45850803.125,"PXD004352,PXD040957"
"RPA1","ProteomeXchange","CellType","CD8",8243597187.5,"PXD004352,PXD025174,PXD040957"
"RPA2","ProteomeXchange","CellType","CD8",3279115625,"PXD004352,PXD025174,PXD040957"
"RPA3","ProteomeXchange","CellType","CD8",4229244375,"PXD004352,PXD025174,PXD040957"
"RPA3OS","ProteomeXchange","CellType","CD8",17155321.875,"PXD004352"
"RPAIN","ProteomeXchange","CellType","CD8",37275500,"PXD004352,PXD040957"
"RPAP1","ProteomeXchange","CellType","CD8",383591481.25,"PXD004352,PXD025174,PXD040957"
"RPAP2","ProteomeXchange","CellType","CD8",69316625,"PXD004352,PXD040957"
"RPAP3","ProteomeXchange","CellType","CD8",666923090.625,"PXD004352,PXD025174,PXD040957"
"RPE","ProteomeXchange","CellType","CD8",301600468.75,"PXD004352,PXD025174,PXD040957"
"RPF1","ProteomeXchange","CellType","CD8",391523031.25,"PXD004352,PXD040957"
"RPF2","ProteomeXchange","CellType","CD8",929063437.5,"PXD004352,PXD025174,PXD040957"
"RPIA","ProteomeXchange","CellType","CD8",1340657425,"PXD004352,PXD025174,PXD040957"
"RPL10","ProteomeXchange","CellType","CD8",13537521875,"PXD004352,PXD025174,PXD040957"
"RPL10A","ProteomeXchange","CellType","CD8",13481687500,"PXD004352,PXD025174,PXD040957"
"RPL11","ProteomeXchange","CellType","CD8",9884246875,"PXD004352,PXD025174,PXD040957"
"RPL12","ProteomeXchange","CellType","CD8",12056475000,"PXD004352,PXD040957"
"RPL13","ProteomeXchange","CellType","CD8",18553934375,"PXD004352,PXD025174,PXD040957"
"RPL13A","ProteomeXchange","CellType","CD8",30.994276855,"PXD040957"
"RPL14","ProteomeXchange","CellType","CD8",12957312500,"PXD004352,PXD025174,PXD040957"
"RPL15","ProteomeXchange","CellType","CD8",10173818750,"PXD004352,PXD025174,PXD040957"
"RPL17","ProteomeXchange","CellType","CD8",11396784375,"PXD004352,PXD040957"
"RPL18","ProteomeXchange","CellType","CD8",16392765625,"PXD004352,PXD025174,PXD040957"
"RPL18A","ProteomeXchange","CellType","CD8",8419153125,"PXD004352,PXD025174,PXD040957"
"RPL19","ProteomeXchange","CellType","CD8",7650968750,"PXD004352,PXD025174,PXD040957"
"RPL21","ProteomeXchange","CellType","CD8",7381118125,"PXD004352,PXD025174,PXD040957"
"RPL22","ProteomeXchange","CellType","CD8",10593538437.5,"PXD004352,PXD025174,PXD040957"
"RPL22L1","ProteomeXchange","CellType","CD8",608894293.75,"PXD004352"
"RPL23","ProteomeXchange","CellType","CD8",11617321875,"PXD004352,PXD025174,PXD040957"
"RPL23A","ProteomeXchange","CellType","CD8",16060609375,"PXD004352,PXD025174,PXD040957"
"RPL24","ProteomeXchange","CellType","CD8",10142068750,"PXD004352,PXD040957"
"RPL26L1","ProteomeXchange","CellType","CD8",109502831.25,"PXD004352,PXD025174,PXD040957"
"RPL27","ProteomeXchange","CellType","CD8",14782862500,"PXD004352,PXD025174,PXD040957"
"RPL27A","ProteomeXchange","CellType","CD8",11679596875,"PXD004352,PXD040957"
"RPL28","ProteomeXchange","CellType","CD8",6723512500,"PXD004352,PXD025174,PXD040957"
"RPL29","ProteomeXchange","CellType","CD8",5019777776.25,"PXD004352,PXD025174,PXD040957"
"RPL3","ProteomeXchange","CellType","CD8",22597456250,"PXD004352,PXD040957"
